"hostid","host","name","assets name","VM Name","Status","DC","ASSETS OK","assets ip","ASSETS IP OK","interfaces.ip","ASSETS name","Action","Notes","Target name"
21888,"EUWCPXWRAP001",,"EUWCPXWRAP001","EUWCPXWRAP001","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.197","#N/A",,,
21889,"CLT-UKVT01",,"CLT-UKVT01","CLT-UKVT01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.167","#N/A",,,
21890,"CLT-UKV04",,"CLT-UKV04","CLT-UKV04","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.166","#N/A",,,
21891,"CLT-DEV01",,"CLT-DEV01","CLT-DEV01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.51","#N/A",,,
21892,"CLT-ITV01",,"CLT-ITV01","CLT-ITV01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.52","#N/A",,,
21893,"CLT-ITV02",,"CLT-ITV02","CLT-ITV02","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.53","#N/A",,,
21894,"CLT-DataExchange",,"CLT-DataExchange","CLT-DataExchange","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.139","#N/A",,,
21896,"CLT-UKV03",,"CLT-UKV03","CLT-UKV03","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.56","#N/A",,,
21897,"CLT-UKV02",,"CLT-UKV02","CLT-UKV02","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.55","#N/A",,,
21898,"CLT-UKV01",,"CLT-UKV01","CLT-UKV01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.54","#N/A",,,
21899,"CLT-UK-TK08",,"CLT-UK-TK08","CLT-UK-TK08","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.158","#N/A",,,
21900,"CLT-UK-TK07",,"CLT-UK-TK07","CLT-UK-TK07","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.157","#N/A",,,
21901,"CLT-UK-TK06",,"CLT-UK-TK06","CLT-UK-TK06","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.156","#N/A",,,
21902,"CLT-UK-TK05",,"CLT-UK-TK05","CLT-UK-TK05","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.148","#N/A",,,
21903,"CLT-UK-TK04",,"CLT-UK-TK04","CLT-UK-TK04","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.147","#N/A",,,
21904,"CLT-UK-TK03",,"CLT-UK-TK03","CLT-UK-TK03","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.146","#N/A",,,
21905,"CLT-UK-TK02",,"CLT-UK-TK02","CLT-UK-TK02","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.145","#N/A",,,
21906,"CLT-UK-BFW01",,"CLT-UK-BFW01","CLT_UK_BFW01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.5","#N/A",,,
21907,"CLT-NSO-Lidar",,"CLT-NSO-Lidar","CLT-NSO-Lidar","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.226","#N/A",,,
21908,"CLT-NLV01",,"CLT-NLV01","CLT-NLV01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.31","#N/A",,,
21910,"CLT-DEC01",,"CLT-DEC01","CLT-DEC01","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.112.61.57","#N/A",,,
21911,"MGMT60055",,"MGMT60055","MGMT60055-Horizon-Server","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.60.5.5","#N/A",,,
21912,"MGMT15205",,"MGMT15205","MGMT15205-BIN-TREE-PROD","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.205","#N/A",,,
21913,"MGMT15200",,"MGMT15200","EON-MGMT15200-SG-Internal-iLO-AMT","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.200","#N/A",,,
21914,"MGMT15190",,"MGMT15190","MGMT15190-AUTODEPLOY","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.190","#N/A",,,
21915,"MGMT15140",,"MGMT15140","MGMT15140-IVANTI-ISEC","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.140","#N/A",,,
21916,"MGMT15138",,"MGMT15138","EON-MGMT15138-CERTERO","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.138","#N/A",,,
21917,"MGMT15014",,"MGMT15014","MGMT15014-PVM-DVLS","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.14","#N/A",,,
21918,"MGMT15013",,"MGMT15013","MGMT15013-AZURE-AD-PASSWD-2","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.13","#N/A",,,
21919,"ST247034",,"ST247034","ST247034_Jmphost_PV_Poland","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.72.247.34","#N/A",,,
21920,"MGMT15012",,"MGMT15012","MGMT15012-AZURE-AD-PASSWD-1","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.12","#N/A",,,
21921,"MGMT06187",,"MGMT06187","MGMT06187-FORESCOUT-TS","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.6.187","#N/A",,,
21922,"ACC247018",,"ACC247018","ACC247018_WEB1_PV_Poland","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.60.199.22","#N/A",,,
21923,"ACC247019",,"ACC247019","ACC247019_WEB2_PV_Poland","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","10.60.199.23","#N/A",,,
21927,"FWMGT200220",,"FWMGT200220","FWMGT200220-SUP-PRTG-PROBE","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.200.220","#N/A",,,
21928,"EUWSPMGMT002",,"EUWSPMGMT002","EUWSPMGMT002-XSF-LOCAL-ADMIN-MGMT","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.15","#N/A",,,
21930,"DEV250024",,"DEV250024","DEV250024-CODERMONKEYS","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.250.24","#N/A",,,
21931,"DEV250026",,"DEV250026","EON-DEV250026-DATABASEMONKEYS","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.250.26","#N/A",,,
21932,"DEV250027",,"DEV250027","DEV250027-DATABASEMONKEYS-2","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.250.27","#N/A",,,
21934,"EUWCDBTREEA001S",,"EUWCDBTREEA001S","EUWCDBTREEA001S","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.213","#N/A",,,
21935,"EUWCDNRT002","EUWCDNRT002","EUWCDNRT002","EUWCDNRT002","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.6.193","#N/A",,,
21936,"EUWSDBTREE001S",,"EUWSDBTREE001S","EUWSDBTREE001S","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.212","#N/A",,,
21937,"EUWSDBTREEA001S",,"EUWSDBTREEA001S","EUWSDBTREEA001S","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.15.211","#N/A",,,
21939,"DEV250011",,"DEV250011","DEV250011-WEBAPPS-1","poweredOn","RWERES-DC",TRUE,"#N/A","#N/A","172.17.250.11","#N/A",,,
